iter	Accuracy	Logloss
884	0.95	0.3947426751
885	0.95	0.3944286714
886	0.95	0.3942090307
887	0.9502375297	0.3940064743
888	0.9502375297	0.3937579306
889	0.9501187648	0.3934859517
890	0.95	0.3932904819
891	0.95	0.3931476124
892	0.9501187648	0.3929864509
893	0.9503562945	0.3927688397
894	0.95	0.3925701325
895	0.95	0.3922127114
896	0.9501187648	0.3919934065
897	0.9503562945	0.3917075996
898	0.9504750594	0.3914207646
899	0.9508313539	0.3911755519
900	0.9505938242	0.3909139385
901	0.9507125891	0.3906883322
902	0.9508313539	0.3905822419
903	0.9507125891	0.3904747815
904	0.9509501188	0.390213443
905	0.9508313539	0.3898937089
906	0.9508313539	0.389603133
907	0.9508313539	0.3893793578
908	0.9508313539	0.3892567377
909	0.9507125891	0.3888923753
910	0.9504750594	0.3887144618
911	0.9511876485	0.3883983442
912	0.9514251781	0.3882457594
913	0.9513064133	0.3880444874
914	0.9514251781	0.3877877097
915	0.9511876485	0.3875803994
916	0.9520190024	0.3872466691
917	0.9520190024	0.3869829844
918	0.9526128266	0.386723786
919	0.9528503563	0.3865081821
920	0.953087886	0.3863538228
921	0.9533254157	0.3861175802
922	0.9532066508	0.3860554449
923	0.9535629454	0.3858176585
924	0.9543942993	0.3855776628
925	0.9541567696	0.385401329
926	0.9543942993	0.3851686664
927	0.9540380048	0.3849539538
928	0.9541567696	0.3847895338
929	0.9545130641	0.3846822828
930	0.9542755344	0.3845209179
931	0.9543942993	0.3843653187
932	0.9548693587	0.3840543032
933	0.9547505938	0.3837382177
934	0.9542755344	0.3835954632
935	0.9540380048	0.3834340492
936	0.9542755344	0.3831511509
937	0.9542755344	0.3829857418
938	0.9540380048	0.3827563087
939	0.9540380048	0.3826233364
940	0.9543942993	0.3823870465
941	0.9542755344	0.3821763133
942	0.9545130641	0.382047036
943	0.9541567696	0.3818546486
944	0.9547505938	0.3815438645
945	0.9543942993	0.3813344871
946	0.9543942993	0.3810860055
947	0.9543942993	0.3808725977
948	0.9545130641	0.380570422
949	0.954631829	0.3803460242
950	0.9545130641	0.3801584021
951	0.954631829	0.37989504
952	0.9547505938	0.3797029678
953	0.9552256532	0.3794578112
954	0.9555819477	0.3792268011
955	0.9557007126	0.3790316073
956	0.9560570071	0.3788970616
957	0.9564133017	0.37861561
958	0.9562945368	0.3784253589
959	0.9565320665	0.3782344566
960	0.9565320665	0.3781317157
961	0.956888361	0.3779148532
962	0.9571258907	0.3777360327
963	0.9572446556	0.3775323916
964	0.956888361	0.377383881
965	0.9567695962	0.3771035337
966	0.9566508314	0.3768979472
967	0.9567695962	0.3768076504
968	0.956888361	0.3765591012
969	0.9567695962	0.376384866
970	0.9571258907	0.3760648516
971	0.9574821853	0.3758539883
972	0.9574821853	0.3756185949
973	0.9581947743	0.3753459798
974	0.9585510689	0.3751819125
975	0.9586698337	0.3749853161
976	0.9586698337	0.3747789584
977	0.9583135392	0.3744651987
978	0.9585510689	0.3743172456
979	0.9586698337	0.3740562151
980	0.9589073634	0.373887881
981	0.9587885986	0.3737059004
982	0.9590261283	0.3734664399
983	0.9597387173	0.3732213319
984	0.9596199525	0.3730020311
985	0.9597387173	0.3727860485
986	0.9600950119	0.3726007988
987	0.9598574822	0.3724801594
988	0.959976247	0.3722546634
989	0.9598574822	0.3720833247
990	0.9597387173	0.3718628585
991	0.9598574822	0.3716983517
992	0.959976247	0.3715195824
993	0.9603325416	0.3712136388
994	0.9603325416	0.3710542308
995	0.9605700713	0.370890894
996	0.9604513064	0.3707626115
997	0.9603325416	0.370483843
998	0.9604513064	0.3702791181
999	0.9606888361	0.3699804091
